SK_ID_CURR,TARGET
100001,0.31033456036442986
100005,0.6656930115578275
100013,0.2935265033626131
100028,0.38301206643045715
100038,0.6774160851634778
100042,0.4523365513826727
100057,0.02385577811011065
100065,0.27730690720498413
100066,0.11852176028166062
100067,0.5376493056764136
100074,0.4287680217980706
100090,0.21091294959783136
100091,0.7070190178980587
100092,0.4129874718270287
100106,0.3957559296848395
100107,0.7471839164481808
100109,0.41146805481896104
100117,0.22197273445960375
100128,0.6003710005380951
100141,0.3325576207356337
100150,0.30356906726505467
100168,0.10180465781826638
100169,0.329621556009314
100170,0.7294645869647005
100171,0.545465795415953
100172,0.6403091433187988
100184,0.5893124797755668
100187,0.45247375324593114
100212,0.24791098521970295
100222,0.35189402327856806
100223,0.29323189107417297
100232,0.06635828970448308
100241,0.6665760567688751
100245,0.1626486483640074
100253,0.23438646215022554
100256,0.4850796003780452
100271,0.0664424749456114
100278,0.8584441949946495
100280,0.03995901628845654
100306,0.7524919516036315
100311,0.4954043587414078
100312,0.13569333514725468
100330,0.6172095108132002
100331,0.24623704958336454
100352,0.6341086178155884
100358,0.5707484552292513
100367,0.12210743162376442
100382,0.6070589848935763
100384,0.687872799633734
100385,0.5344445305149221
100386,0.3312567141510975
100399,0.33428434750229763
100404,0.35246004774191375
100416,0.08435279629829245
100422,0.20416261564916854
100426,0.3076754448621311
100438,0.2957066769315636
100444,0.6219835054790651
100445,0.584955926983089
100446,0.4440183898392137
100447,0.21342452382933624
100450,0.6611973190061754
100466,0.10748593867136531
100483,0.1907895020460862
100484,0.1703341699740322
100494,0.4329509196838215
100510,0.6317487051699764
100512,0.10858041145579805
100517,0.3672377997680447
100548,0.21898855409407492
100551,0.5911544674242546
100552,0.4911779202977309
100553,0.09883285670570927
100561,0.6701025894131617
100568,0.8669781295213056
100569,0.14789005527790225
100591,0.6038380521496047
100592,0.254020305305682
100602,0.2610376817407158
100607,0.4475861635267784
100613,0.5200594908958837
100617,0.5702086251965435
100618,0.6237010913135012
100622,0.43039014759066274
100625,0.4184517983415571
100677,0.6128069547255662
100699,0.26791970734936527
100702,0.8338164781720644
100711,0.349139391984811
100729,0.6700114543693236
100740,0.7350677354007151
100744,0.6934612898785775
100745,0.3927094733025759
100747,0.5809437968902745
100751,0.8365913909899115
100752,0.23908901029018495
100753,0.7245198787169029
100754,0.796593375776937
100760,0.3371001703525793
100762,0.5811172035812018
100763,0.2889272834838061
100765,0.18627575593331774
100770,0.5936046415678851
100772,0.26831631675850115
100777,0.20475301610076008
100791,0.12523163319706976
100792,0.049103554942102924
100797,0.3410189692841079
100823,0.3047226710996679
100826,0.2352058421478523
100830,0.3671847764592541
100836,0.7126283958559276
100872,0.5191115494950937
100910,0.43356822851112575
100913,0.595109823295136
100918,0.1284444587569607
100931,0.06914106461586729
100952,0.26160369376871656
100953,0.16136569178696336
100965,0.6751131227138769
100970,0.2486824821371319
100982,0.718937047766046
100983,0.8426606035872151
100984,0.3953363192626931
100987,0.3578665779423837
100997,0.39979463442949803
100998,0.7940377633302285
101002,0.3273394716789016
101005,0.6626137986618292
101008,0.844454266841269
101020,0.4815813701271399
101021,0.3702379102619853
101024,0.34943713875582527
101025,0.7714035574761091
101026,0.2682312585852435
101031,0.09024919908014413
101041,0.13495259855697067
101051,0.00959668862939155
101055,0.5077127412609375
101056,0.7182828667535454
101057,0.28134971548073195
101064,0.1253675605156999
101079,0.546718654015782
101087,0.07783412550692548
101090,0.34042109336832777
101092,0.5910064203082025
101097,0.6680601200831132
101099,0.2144126133997126
101107,0.6425749215553073
101118,0.2683260727043776
101125,0.6327800495649764
101126,0.050309632346090635
101128,0.04557689333170901
101136,0.5289945268011079
101140,0.7452523278929316
101149,0.4522778533952866
101160,0.6914543005356013
101169,0.7166237103832731
101181,0.4259646153567703
101186,0.02964506587441693
101190,0.20366783298625496
101193,0.5604084147950443
101194,0.6655614944746563
101198,0.7029594629280926
101200,0.18183661657311329
101204,0.1627553993509919
101211,0.4631617048119677
101213,0.3006877540581534
101223,0.3709275740234977
101225,0.6286957101793074
101237,0.38895771104668264
101243,0.611711567089708
101244,0.5511703467922604
101258,0.279580962093793
101259,0.7360817274704909
101268,0.6468337037448411
101269,0.2743045209220683
101271,0.1952153575498001
101279,0.3025250027278682
101281,0.7376478052565107
101287,0.33166104447641764
101292,0.3346521350415392
101294,0.22742731037485772
101296,0.5835533180488325
101297,0.07336063400864618
101299,0.19592989934701438
101301,0.26803872139420976
101305,0.5183357338641192
101308,0.7964443969286752
101318,0.015229060162828751
101327,0.7669329690733279
101329,0.05711477985951461
101332,0.40473041391602554
101337,0.3537033330422575
101343,0.21286452698073016
101345,0.1333578141997322
101346,0.08001020791158119
101353,0.09921095271142884
101354,0.6498707446209075
101355,0.7235924340425681
101356,0.18468874137009533
101362,0.5032431197394768
101363,0.8766937664709082
101365,0.0985746141802272
101366,0.45750589285707044
101367,0.7619152447898152
101368,0.10887798277723688
101374,0.6573227782362607
101380,0.13108151727332795
101383,0.435686835943984
101398,0.1409825584467529
101399,0.784554804419143
101401,0.7580946727897863
101412,0.48302037413740406
101426,0.48596936401780966
101427,0.8163840970417374
101428,0.7472824512419339
101429,0.7132382360610876
101434,0.1850865884462721
101440,0.7734977719544995
101448,0.571761280390392
101449,0.38694989103140986
101465,0.28764126715781196
101467,0.15234071277903527
101472,0.49823640971814737
101478,0.7396443086012982
101497,0.47042086252698434
101504,0.3903185806744949
101547,0.08187061814234428
101548,0.5787981587398867
101555,0.5225546844117962
101570,0.08698302743507831
101572,0.360570559400558
101578,0.36602939384681776
101580,0.6453756831696503
101588,0.6145248462765633
101602,0.39299417860581165
101610,0.5709572410809034
101614,0.31017803208336886
101616,0.2684903066220494
101643,0.5668160435961744
101644,0.33990184463862766
101649,0.223698128393428
101650,0.5232386503212437
101665,0.09747284688027726
101667,0.5747124556989931
101669,0.5535590684356633
101674,0.5315648297413088
101675,0.012943678272705761
101678,0.6266851525979634
101682,0.2909827317897461
101686,0.2769699902293008
101697,0.7916903190731392
101700,0.8646590148255984
101711,0.31610557547562235
101714,0.3382914252012122
101715,0.8098654817827368
101728,0.19545804257519933
101732,0.35651797399520724
101757,0.5224008105351972
101758,0.2559376099310767
101759,0.45126462982371063
101762,0.14109752948610252
101764,0.5753944208427694
101780,0.7735272445962349
101784,0.08491169155983938
101789,0.15044273689029752
101816,0.46049930853205506
101819,0.4131445276842622
