SK_ID_CURR,TARGET
100001,0.03245985
100005,0.049294307
100013,0.04118308
100028,0.034173936
100038,0.18310466
100042,0.041682262
100057,0.023203224
100065,0.04667906
100066,0.022501532
100067,0.053759973
100074,0.043704733
100090,0.026975587
100091,0.09048595
100092,0.041521367
100106,0.06379378
100107,0.053950995
100109,0.023148505
100117,0.027437346
100128,0.120535314
100141,0.04622252
100150,0.019147782
100168,0.015978798
100169,0.023763089
100170,0.08676214
100171,0.05421785
100172,0.09254532
100184,0.058749348
100187,0.05217348
100212,0.057743907
100222,0.054563317
100223,0.028628066
100232,0.0589462
100241,0.1144785
100245,0.032799087
100253,0.022561003
100256,0.09284694
100271,0.03445366
100278,0.1179153
100280,0.017889006
100306,0.1492561
100311,0.048441287
100312,0.032689776
100330,0.0448733
100331,0.10084923
100352,0.050417267
100358,0.039109208
100367,0.05907589
100382,0.2048698
100384,0.15082338
100385,0.119296536
100386,0.08417779
100399,0.03560121
100404,0.07989117
100416,0.028638713
100422,0.15497291
100426,0.034229033
100438,0.047233745
100444,0.16267204
100445,0.23899497
100446,0.13937047
100447,0.02708359
100450,0.030472344
100466,0.011410725
100483,0.056878854
100484,0.023947028
100494,0.084289946
100510,0.11837458
100512,0.03900808
100517,0.04393479
100548,0.035164353
100551,0.034269303
100552,0.052625153
100553,0.020911466
100561,0.053798113
100568,0.32006052
100569,0.10299951
100591,0.1052752
100592,0.04017705
100602,0.13765338
100607,0.09303155
100613,0.13326445
100617,0.11370565
100618,0.045665186
100622,0.040425695
100625,0.1469486
100677,0.108158894
100699,0.036703892
100702,0.2609957
100711,0.102742806
100729,0.10679073
100740,0.27348378
100744,0.17841281
100745,0.037899572
100747,0.121632725
100751,0.12320134
100752,0.09342443
100753,0.09254734
100754,0.1527352
100760,0.050124265
100762,0.10242199
100763,0.11395955
100765,0.026320085
100770,0.11700453
100772,0.023475705
100777,0.07954418
100791,0.024141226
100792,0.020798698
100797,0.025159098
100823,0.021130437
100826,0.06634669
100830,0.048375424
100836,0.24510394
100872,0.05833062
100910,0.08373995
100913,0.05448877
100918,0.11274363
100931,0.009861215
100952,0.044896506
100953,0.039474662
100965,0.0729806
100970,0.0480611
100982,0.11915124
100983,0.12566948
100984,0.04421801
100987,0.04268777
100997,0.057009533
100998,0.12321634
101002,0.060417283
101005,0.21843451
101008,0.31574765
101020,0.18155721
101021,0.026013356
101024,0.0525224
101025,0.11831656
101026,0.042425994
101031,0.05022932
101041,0.036750402
101051,0.01878001
101055,0.057105213
101056,0.18083954
101057,0.087276384
101064,0.016905138
101079,0.07111936
101087,0.035023425
101090,0.041065365
101092,0.10464315
101097,0.081784315
101099,0.021193836
101107,0.0769734
101118,0.039487988
101125,0.09078769
101126,0.02975964
101128,0.04631518
101136,0.10574444
101140,0.121935695
101149,0.18844573
101160,0.088688806
101169,0.2475152
101181,0.028273316
101186,0.024378195
101190,0.05548492
101193,0.14072843
101194,0.09213927
101198,0.17089084
101200,0.042395543
101204,0.051156778
101211,0.0669158
101213,0.064245895
101223,0.09685846
101225,0.11555497
101237,0.037264243
101243,0.08621414
101244,0.21677011
101258,0.035986926
101259,0.17520571
101268,0.116588034
101269,0.02129406
101271,0.04895505
101279,0.03644561
101281,0.09463614
101287,0.07186581
101292,0.061104324
101294,0.029768413
101296,0.0528275
101297,0.036598224
101299,0.03930281
101301,0.06459993
101305,0.039191794
101308,0.102846086
101318,0.034020495
101327,0.17082863
101329,0.027788317
101332,0.0508394
101337,0.0450737
101343,0.025676932
101345,0.03594754
101346,0.027856197
101353,0.03355765
101354,0.10401756
101355,0.0768322
101356,0.036986895
101362,0.041718528
101363,0.35687235
101365,0.031122241
101366,0.07655059
101367,0.1469716
101368,0.016094929
101374,0.14008154
101380,0.033531826
101383,0.032670468
101398,0.035955343
101399,0.11634636
101401,0.1932387
101412,0.0832245
101426,0.05435581
101427,0.26244324
101428,0.13523977
101429,0.18608677
101434,0.03935915
101440,0.10243791
101448,0.10730793
101449,0.02352739
101465,0.046699945
101467,0.0481602
101472,0.09900607
101478,0.09632961
101497,0.05308774
101504,0.046808288
101547,0.07052263
101548,0.06363859
101555,0.03793089
101570,0.03761663
101572,0.13232592
101578,0.03768744
101580,0.101964965
101588,0.08735613
101602,0.026660858
101610,0.089124724
101614,0.13879357
101616,0.03672624
101643,0.08459921
101644,0.07400021
101649,0.1042534
101650,0.16084737
101665,0.017701535
101667,0.0776955
101669,0.03324015
101674,0.11089414
101675,0.027250066
101678,0.05976757
101682,0.0667849
101686,0.034740925
101697,0.19032478
101700,0.17649785
101711,0.061097167
101714,0.027922712
101715,0.19656205
101728,0.030319553
101732,0.038197365
101757,0.035212755
101758,0.038071275
101759,0.05651488
101762,0.025630422
101764,0.033932664
101780,0.15485777
101784,0.019653065
101789,0.018440261
101816,0.08904463
101819,0.06940061
101827,0.020349048
101863,0.062564805
101867,0.07369079
101870,0.016362002
101873,0.14271203
101878,0.10534247
101879,0.044870786
101880,0.06358343
101887,0.046125475
101897,0.035678975
101901,0.12509817
101903,0.14056902
101920,0.036745086
101921,0.041208092
101922,0.029615216
101961,0.14807656
101962,0.04728811
101971,0.0998172
101976,0.31726056
102002,0.05343388
102005,0.037324376
102007,0.15322675
102017,0.031759217
102019,0.17247425
102029,0.034433693
102051,0.09827008
102052,0.017989343
102054,0.015521869
102062,0.074147806
102067,0.10274309
102068,0.048606932
102070,0.04578556
102090,0.091384396
102092,0.105607085
102099,0.107176155
102100,0.028799228
102112,0.11637898
102113,0.040040046
102122,0.08644846
102123,0.06890068
102125,0.06645571
102126,0.10307
102146,0.0925254
102147,0.0808581
102151,0.027712695
102158,0.1345109
102159,0.019342566
102162,0.041701935
102165,0.035208836
102166,0.03325157
102174,0.030844709
102193,0.1935482
102198,0.039049905
102205,0.04998243
102206,0.017179027
102218,0.035222493
102221,0.037860226
102230,0.040266518
102238,0.1406794
102248,0.031989288
102252,0.14430532
102259,0.057114203
102262,0.13864145
102273,0.03176866
102286,0.09292896
102293,0.045017704
102294,0.092142396
102296,0.06766012
102298,0.057507545
102303,0.03984673
102309,0.050588805
102315,0.025788229
102340,0.05778432
102342,0.069919385
102344,0.06491399
102346,0.12572283
102347,0.022349425
102374,0.06344853
102380,0.04164363
102387,0.09006124
102393,0.05707353
102403,0.02019022
102413,0.022190228
102414,0.012862766
102415,0.027069604
102416,0.13351774
102439,0.044647947
102441,0.04764052
102443,0.02331035
102444,0.03934648
102445,0.14053464
102448,0.03669198
102449,0.07614255
102450,0.18959445
102456,0.05740811
102458,0.05731721
102459,0.043711226
102465,0.020437606
102470,0.13924652
102471,0.13657516
102475,0.049695183
102476,0.10168841
102506,0.028660772
102509,0.04675077
102519,0.03206489
102522,0.03891131
102545,0.029140199
102549,0.03860372
102562,0.016291402
102563,0.018576525
102568,0.08851689
102582,0.16910681
102592,0.02421211
102597,0.106417134
102605,0.1096216
102614,0.03815184
102617,0.0625514
102634,0.0844839
102652,0.020221565
102655,0.008744991
102671,0.13443398
102694,0.096735835
102701,0.05664073
102703,0.034655135
102704,0.034481384
102713,0.018041823
102720,0.09660208
102731,0.02922771
102733,0.0489587
102749,0.056790117
102755,0.035060957
102763,0.03311757
102770,0.04974426
102772,0.065269955
102799,0.16547157
102838,0.03587293
102854,0.03220125
102862,0.041677
102863,0.0435043
102867,0.0275991
102868,0.0138220135
102878,0.082181945
102887,0.055513438
102898,0.1218759
102904,0.06988671
102912,0.038953323
102919,0.03787971
